symbol,date,open,high,low,close,volume,adjusted
^DJI;,29/05/2013,15399.94,15400.25,15229.53,15302.80,114020000.00,15302.80
^DJI;,30/05/2013,15306.02,15398.70,15280.99,15324.53,121150000.00,15324.53
^DJI;,31/05/2013,15322.22,15392.38,15115.57,15115.57,208830000.00,15115.57
^DJI;,03/06/2013,15123.55,15254.11,15123.55,15254.03,147980000.00,15254.03
^DJI;,04/06/2013,15255.22,15304.98,15100.78,15177.54,134280000.00,15177.54
^DJI;,05/06/2013,15168.10,15168.63,14945.57,14960.59,141400000.00,14960.59
^DJI;,06/06/2013,14955.45,15040.62,14844.22,15040.62,140410000.00,15040.62
^DJI;,07/06/2013,15044.46,15255.58,15044.46,15248.12,137380000.00,15248.12
^DJI;,10/06/2013,15247.81,15300.64,15211.25,15238.59,94250000.00,15238.59
^DJI;,11/06/2013,15231.38,15251.07,15086.09,15122.02,101610000.00,15122.02
^DJI;,12/06/2013,15130.39,15241.28,14981.21,14995.23,105770000.00,14995.23
^DJI;,13/06/2013,14992.54,15202.27,14953.45,15176.08,104490000.00,15176.08
^DJI;,14/06/2013,15178.08,15205.92,15044.80,15070.18,107430000.00,15070.18
^DJI;,17/06/2013,15078.71,15261.71,15078.71,15179.85,139250000.00,15179.85
^DJI;,18/06/2013,15186.30,15340.09,15186.30,15318.23,99210000.00,15318.23
^DJI;,19/06/2013,15315.47,15322.07,15112.11,15112.19,111380000.00,15112.19
^DJI;,20/06/2013,15105.51,15105.51,14732.03,14758.32,172630000.00,14758.32
^DJI;,21/06/2013,14760.62,14858.56,14688.43,14799.40,420080000.00,14799.40
^DJI;,24/06/2013,14795.79,14795.79,14551.27,14659.56,158670000.00,14659.56
^DJI;,25/06/2013,14669.69,14812.03,14669.69,14760.31,135940000.00,14760.31
^DJI;,26/06/2013,14769.99,14938.98,14769.68,14910.14,133230000.00,14910.14
^DJI;,27/06/2013,14921.28,15075.01,14921.28,15024.49,113650000.00,15024.49
^DJI;,28/06/2013,15016.58,15034.63,14884.80,14909.60,230000000.00,14909.60
^DJI;,01/07/2013,14911.60,15083.28,14911.60,14974.96,120570000.00,14974.96
^DJI;,02/07/2013,14974.96,15049.22,14870.51,14932.41,116610000.00,14932.41
^DJI;,03/07/2013,14923.73,15025.90,14858.93,14988.37,61000000.00,14988.37
^DJI;,05/07/2013,14995.46,15137.51,14971.20,15135.84,94560000.00,15135.84
^DJI;,08/07/2013,15137.22,15262.72,15137.22,15224.69,136820000.00,15224.69
^DJI;,09/07/2013,15228.46,15320.42,15228.46,15300.34,109270000.00,15300.34
^DJI;,10/07/2013,15298.03,15348.95,15258.89,15291.66,105050000.00,15291.66
^DJI;,11/07/2013,15298.00,15483.55,15298.00,15460.92,124950000.00,15460.92
^DJI;,12/07/2013,15460.69,15498.39,15410.27,15464.30,130140000.00,15464.30
^DJI;,15/07/2013,15459.69,15509.48,15455.77,15484.26,99430000.00,15484.26
^DJI;,16/07/2013,15485.03,15498.16,15415.71,15451.85,105970000.00,15451.85
^DJI;,17/07/2013,15456.92,15502.00,15438.12,15470.52,126240000.00,15470.52
^DJI;,18/07/2013,15465.91,15589.40,15465.91,15548.54,136270000.00,15548.54
^DJI;,19/07/2013,15524.27,15544.55,15491.96,15543.74,229260000.00,15543.74
^DJI;,22/07/2013,15543.97,15576.21,15516.20,15545.55,180920000.00,15545.55
^DJI;,23/07/2013,15547.00,15604.22,15544.06,15567.74,98700000.00,15567.74
^DJI;,24/07/2013,15576.69,15602.60,15496.84,15542.24,99320000.00,15542.24
^DJI;,25/07/2013,15539.17,15560.33,15455.59,15555.61,103260000.00,15555.61
^DJI;,26/07/2013,15547.85,15560.97,15405.16,15558.83,94880000.00,15558.83
^DJI;,29/07/2013,15557.14,15557.14,15482.27,15521.97,87240000.00,15521.97
^DJI;,30/07/2013,15534.49,15593.91,15479.13,15520.59,117550000.00,15520.59
^DJI;,31/07/2013,15528.57,15634.32,15492.96,15499.54,145120000.00,15499.54
^DJI;,01/08/2013,15503.85,15650.69,15503.85,15628.02,111040000.00,15628.02
^DJI;,02/08/2013,15627.56,15658.43,15558.68,15658.36,104840000.00,15658.36
^DJI;,05/08/2013,15651.98,15655.21,15584.83,15612.13,76850000.00,15612.13
^DJI;,06/08/2013,15608.44,15608.44,15473.40,15518.74,87730000.00,15518.74
^DJI;,07/08/2013,15516.21,15516.21,15421.75,15470.67,88430000.00,15470.67
^DJI;,08/08/2013,15477.27,15557.12,15418.60,15498.32,90990000.00,15498.32
^DJI;,09/08/2013,15496.63,15507.76,15346.65,15425.51,81180000.00,15425.51
^DJI;,12/08/2013,15415.22,15441.75,15359.93,15419.68,78060000.00,15419.68
^DJI;,13/08/2013,15420.68,15504.14,15342.34,15451.01,84790000.00,15451.01
^DJI;,14/08/2013,15447.71,15453.08,15316.62,15337.66,91030000.00,15337.66
^DJI;,15/08/2013,15332.71,15332.71,15094.03,15112.19,128340000.00,15112.19
^DJI;,16/08/2013,15112.57,15139.77,15054.38,15081.47,151620000.00,15081.47
^DJI;,19/08/2013,15076.79,15106.39,15005.42,15010.74,111660000.00,15010.74
^DJI;,20/08/2013,15011.82,15074.92,14992.16,15002.99,102340000.00,15002.99
^DJI;,21/08/2013,14993.81,15019.70,14880.84,14897.55,98340000.00,14897.55
^DJI;,22/08/2013,14908.60,14989.12,14899.00,14963.74,153490000.00,14963.74
^DJI;,23/08/2013,14988.78,15025.56,14931.24,15010.51,131860000.00,15010.51
^DJI;,26/08/2013,15014.58,15049.98,14945.24,14946.46,102820000.00,14946.46
^DJI;,27/08/2013,14939.25,14939.25,14765.42,14776.13,118610000.00,14776.13
^DJI;,28/08/2013,14770.99,14867.40,14760.41,14824.51,104620000.00,14824.51
^DJI;,29/08/2013,14817.91,14916.01,14792.11,14840.95,93170000.00,14840.95
^DJI;,30/08/2013,14844.10,14848.24,14762.35,14810.31,135850000.00,14810.31
^DJI;,03/09/2013,14801.55,14933.35,14777.48,14833.96,142530000.00,14833.96
^DJI;,04/09/2013,14832.42,14956.74,14799.09,14930.87,122150000.00,14930.87
^DJI;,05/09/2013,14929.49,14987.47,14923.27,14937.48,101010000.00,14937.48
^DJI;,06/09/2013,14941.55,15009.84,14789.40,14922.50,108410000.00,14922.50
^DJI;,09/09/2013,14927.19,15088.41,14927.19,15063.12,90660000.00,15063.12
^DJI;,10/09/2013,15067.23,15192.13,15067.23,15191.06,103200000.00,15191.06
^DJI;,11/09/2013,15194.13,15326.60,15194.13,15326.60,102090000.00,15326.60
^DJI;,12/09/2013,15327.14,15345.32,15283.26,15300.64,99760000.00,15300.64
^DJI;,13/09/2013,15312.86,15380.97,15312.86,15376.06,90890000.00,15376.06
^DJI;,16/09/2013,15381.36,15549.87,15381.36,15494.78,105740000.00,15494.78
^DJI;,17/09/2013,15503.15,15555.07,15503.15,15529.73,104480000.00,15529.73
^DJI;,18/09/2013,15533.03,15709.58,15470.16,15676.94,145410000.00,15676.94
^DJI;,19/09/2013,15677.86,15695.89,15625.45,15636.55,116280000.00,15636.55
^DJI;,20/09/2013,15635.09,15654.77,15448.09,15451.09,379650000.00,15451.09
^DJI;,23/09/2013,15452.31,15466.95,15368.25,15401.38,94920000.00,15401.38
^DJI;,24/09/2013,15402.54,15433.75,15327.14,15334.59,85430000.00,15334.59
^DJI;,25/09/2013,15339.02,15372.48,15253.16,15273.26,81890000.00,15273.26
^DJI;,26/09/2013,15274.42,15387.19,15274.42,15328.30,79050000.00,15328.30
^DJI;,27/09/2013,15317.45,15317.45,15211.81,15258.24,95660000.00,15258.24
^DJI;,30/09/2013,15249.82,15249.82,15086.71,15129.67,122330000.00,15129.67
^DJI;,01/10/2013,15132.49,15208.40,15110.34,15191.70,82460000.00,15191.70
^DJI;,02/10/2013,15182.65,15182.65,15044.71,15133.14,86090000.00,15133.14
^DJI;,03/10/2013,15127.23,15127.23,14947.03,14996.48,91300000.00,14996.48
^DJI;,04/10/2013,14994.68,15083.99,14972.33,15072.58,75100000.00,15072.58
^DJI;,07/10/2013,15069.30,15069.30,14920.83,14936.24,79620000.00,14936.24
^DJI;,08/10/2013,14938.04,14938.04,14773.47,14776.53,102690000.00,14776.53
^DJI;,09/10/2013,14778.19,14852.50,14719.43,14802.98,103190000.00,14802.98
^DJI;,10/10/2013,14806.39,15126.07,14806.39,15126.07,106540000.00,15126.07
^DJI;,11/10/2013,15126.52,15237.30,15100.13,15237.11,85730000.00,15237.11
^DJI;,14/10/2013,15231.33,15309.48,15136.38,15301.26,81420000.00,15301.26
^DJI;,15/10/2013,15300.30,15301.91,15161.33,15168.01,91440000.00,15168.01
^DJI;,16/10/2013,15170.70,15374.15,15170.70,15373.83,92850000.00,15373.83
^DJI;,17/10/2013,15369.46,15376.11,15229.02,15371.65,108490000.00,15371.65
^DJI;,18/10/2013,15371.71,15412.97,15321.81,15399.65,156660000.00,15399.65
^DJI;,21/10/2013,15401.32,15410.18,15362.66,15392.20,93660000.00,15392.20
^DJI;,22/10/2013,15394.22,15518.10,15394.22,15467.66,107030000.00,15467.66
^DJI;,23/10/2013,15465.34,15465.66,15366.19,15413.33,90630000.00,15413.33
^DJI;,24/10/2013,15414.87,15528.63,15414.13,15509.21,89240000.00,15509.21
^DJI;,25/10/2013,15523.72,15570.60,15512.96,15570.28,109900000.00,15570.28
^DJI;,28/10/2013,15569.19,15599.09,15533.48,15568.93,92760000.00,15568.93
^DJI;,29/10/2013,15572.21,15683.08,15572.21,15680.35,86600000.00,15680.35
^DJI;,30/10/2013,15680.74,15721.00,15574.52,15618.76,79170000.00,15618.76
^DJI;,31/10/2013,15619.92,15651.86,15544.69,15545.75,114050000.00,15545.75
^DJI;,01/11/2013,15558.01,15649.40,15543.25,15615.55,101830000.00,15615.55
^DJI;,04/11/2013,15621.20,15658.90,15588.48,15639.12,71200000.00,15639.12
^DJI;,05/11/2013,15631.22,15651.89,15522.18,15618.22,91890000.00,15618.22
^DJI;,06/11/2013,15628.72,15750.29,15628.72,15746.88,109200000.00,15746.88
^DJI;,07/11/2013,15751.31,15797.68,15586.33,15593.98,103860000.00,15593.98
^DJI;,08/11/2013,15591.54,15764.29,15579.35,15761.78,101200000.00,15761.78
^DJI;,11/11/2013,15759.28,15791.45,15737.22,15783.10,58860000.00,15783.10
^DJI;,12/11/2013,15773.15,15793.38,15708.29,15750.67,79260000.00,15750.67
^DJI;,13/11/2013,15739.50,15822.98,15672.00,15821.63,92450000.00,15821.63
^DJI;,14/11/2013,15806.22,15884.99,15798.74,15876.22,123860000.00,15876.22
^DJI;,15/11/2013,15876.16,15962.98,15875.90,15961.70,126460000.00,15961.70
^DJI;,18/11/2013,15962.72,16030.28,15942.17,15976.02,94860000.00,15976.02
^DJI;,19/11/2013,15974.06,16025.85,15943.78,15967.03,84570000.00,15967.03
^DJI;,20/11/2013,15971.20,16016.85,15865.37,15900.82,84350000.00,15900.82
^DJI;,21/11/2013,15908.07,16016.04,15908.07,16009.99,79000000.00,16009.99
^DJI;,22/11/2013,16008.71,16068.78,15976.27,16064.77,81000000.00,16064.77
^DJI;,25/11/2013,16072.09,16109.63,16055.46,16072.54,94040000.00,16072.54
^DJI;,26/11/2013,16070.93,16120.25,16070.93,16072.80,107450000.00,16072.80
^DJI;,27/11/2013,16073.37,16107.99,16057.34,16097.33,65730000.00,16097.33
^DJI;,29/11/2013,16105.16,16174.51,16074.14,16086.41,69190000.00,16086.41
^DJI;,02/12/2013,16087.12,16098.00,15986.23,16008.77,92590000.00,16008.77
^DJI;,03/12/2013,16004.72,16004.72,15859.68,15914.62,103910000.00,15914.62
^DJI;,04/12/2013,15910.51,15960.36,15791.29,15889.77,111180000.00,15889.77
^DJI;,05/12/2013,15886.50,15896.19,15809.37,15821.51,128080000.00,15821.51
^DJI;,06/12/2013,15825.55,16022.35,15825.55,16020.20,98260000.00,16020.20
^DJI;,09/12/2013,16019.49,16058.40,16015.29,16025.53,91810000.00,16025.53
^DJI;,10/12/2013,16024.12,16029.06,15969.53,15973.13,79420000.00,15973.13
^DJI;,11/12/2013,15970.75,15997.22,15827.70,15843.53,107170000.00,15843.53
^DJI;,12/12/2013,15844.82,15845.11,15703.79,15739.43,105870000.00,15739.43
^DJI;,13/12/2013,15745.66,15792.80,15717.92,15755.36,83180000.00,15755.36
^DJI;,16/12/2013,15759.60,15930.31,15759.60,15884.57,101470000.00,15884.57
^DJI;,17/12/2013,15884.06,15917.96,15836.45,15875.26,101490000.00,15875.26
^DJI;,18/12/2013,15876.57,16173.04,15808.92,16167.97,129620000.00,16167.97
^DJI;,19/12/2013,16162.51,16194.72,16121.54,16179.08,94980000.00,16179.08
^DJI;,20/12/2013,16178.57,16287.84,16178.57,16221.14,285190000.00,16221.14
^DJI;,23/12/2013,16225.25,16318.11,16225.25,16294.61,78930000.00,16294.61
^DJI;,24/12/2013,16295.70,16360.60,16295.70,16357.55,33640000.00,16357.55
^DJI;,26/12/2013,16370.97,16483.00,16370.97,16479.88,50160000.00,16479.88
^DJI;,27/12/2013,16486.37,16529.01,16461.23,16478.41,47230000.00,16478.41
^DJI;,30/12/2013,16484.51,16504.35,16476.87,16504.29,54220000.00,16504.29
^DJI;,31/12/2013,16512.38,16588.25,16511.48,16576.66,78760000.00,16576.66
^DJI;,02/01/2014,16572.17,16573.07,16416.49,16441.35,80960000.00,16441.35
^DJI;,03/01/2014,16456.89,16518.74,16439.30,16469.99,72770000.00,16469.99
^DJI;,06/01/2014,16474.04,16532.99,16405.52,16425.10,89380000.00,16425.10
^DJI;,07/01/2014,16429.02,16562.32,16429.02,16530.94,81270000.00,16530.94
^DJI;,08/01/2014,16527.66,16528.88,16416.69,16462.74,103260000.00,16462.74
^DJI;,09/01/2014,16471.41,16525.35,16378.61,16444.76,83990000.00,16444.76
^DJI;,10/01/2014,16453.62,16487.65,16379.02,16437.05,85190000.00,16437.05
^DJI;,13/01/2014,16434.03,16453.13,16240.60,16257.94,111680000.00,16257.94
^DJI;,14/01/2014,16261.99,16373.92,16260.83,16373.86,98610000.00,16373.86
^DJI;,15/01/2014,16378.03,16505.28,16376.78,16481.94,101130000.00,16481.94
^DJI;,16/01/2014,16477.70,16477.70,16375.56,16417.01,87370000.00,16417.01
^DJI;,17/01/2014,16408.02,16495.26,16378.80,16458.56,184970000.00,16458.56
^DJI;,21/01/2014,16459.27,16520.60,16316.25,16414.44,111570000.00,16414.44
^DJI;,22/01/2014,16420.48,16453.49,16332.98,16373.34,87470000.00,16373.34
^DJI;,23/01/2014,16371.99,16372.96,16140.58,16197.35,100540000.00,16197.35
^DJI;,24/01/2014,16203.29,16203.29,15879.11,15879.11,141450000.00,15879.11
^DJI;,27/01/2014,15879.05,15942.77,15783.55,15837.88,127540000.00,15837.88
^DJI;,28/01/2014,15840.84,15945.89,15840.84,15928.56,89110000.00,15928.56
^DJI;,29/01/2014,15927.08,15927.08,15708.98,15738.79,109590000.00,15738.79
^DJI;,30/01/2014,15743.03,15907.53,15733.27,15848.61,92100000.00,15848.61
^DJI;,31/01/2014,15847.19,15847.19,15617.55,15698.85,137090000.00,15698.85
^DJI;,03/02/2014,15697.69,15708.54,15356.17,15372.80,151050000.00,15372.80
^DJI;,04/02/2014,15372.93,15481.85,15356.62,15445.24,124110000.00,15445.24
^DJI;,05/02/2014,15443.00,15478.21,15340.69,15440.23,105130000.00,15440.23
^DJI;,06/02/2014,15443.83,15632.09,15443.00,15628.53,106980000.00,15628.53
^DJI;,07/02/2014,15630.64,15798.51,15625.53,15794.08,105780000.00,15794.08
^DJI;,10/02/2014,15793.63,15801.79,15733.69,15801.79,84110000.00,15801.79
^DJI;,11/02/2014,15804.17,16027.19,15803.40,15994.77,95930000.00,15994.77
^DJI;,12/02/2014,15993.04,16036.56,15928.75,15963.94,77310000.00,15963.94
^DJI;,13/02/2014,15946.99,16039.37,15863.25,16027.59,99470000.00,16027.59
^DJI;,14/02/2014,16018.08,16175.55,15985.39,16154.39,84060000.00,16154.39
^DJI;,18/02/2014,16153.97,16167.33,16107.04,16130.40,91250000.00,16130.40
^DJI;,19/02/2014,16126.23,16225.72,16031.66,16040.56,80560000.00,16040.56
^DJI;,20/02/2014,16044.15,16161.64,16006.59,16133.23,77720000.00,16133.23
^DJI;,21/02/2014,16135.92,16191.92,16093.80,16103.30,126580000.00,16103.30
^DJI;,24/02/2014,16102.27,16300.04,16102.27,16207.14,244580000.00,16207.14
^DJI;,25/02/2014,16207.34,16254.26,16147.25,16179.66,99470000.00,16179.66
^DJI;,26/02/2014,16180.36,16252.35,16155.86,16198.41,93980000.00,16198.41
^DJI;,27/02/2014,16197.70,16276.28,16159.81,16272.65,97640000.00,16272.65
^DJI;,28/02/2014,16273.23,16398.95,16226.09,16321.71,122110000.00,16321.71
^DJI;,03/03/2014,16321.71,16321.71,16071.25,16168.03,92760000.00,16168.03
^DJI;,04/03/2014,16169.32,16419.49,16169.32,16395.88,96120000.00,16395.88
^DJI;,05/03/2014,16395.88,16406.55,16343.96,16360.18,73980000.00,16360.18
^DJI;,06/03/2014,16360.56,16450.17,16360.56,16421.89,75900000.00,16421.89
^DJI;,07/03/2014,16424.53,16505.70,16398.86,16452.72,80690000.00,16452.72
^DJI;,10/03/2014,16453.10,16453.10,16334.20,16418.68,68210000.00,16418.68
^DJI;,11/03/2014,16419.39,16460.33,16325.17,16351.25,78150000.00,16351.25
^DJI;,12/03/2014,16350.67,16364.74,16260.03,16340.08,77900000.00,16340.08
^DJI;,13/03/2014,16341.55,16405.07,16084.10,16108.89,86160000.00,16108.89
^DJI;,14/03/2014,16106.32,16165.05,16046.99,16065.67,85660000.00,16065.67
^DJI;,17/03/2014,16066.37,16270.34,16066.37,16247.22,88930000.00,16247.22
^DJI;,18/03/2014,16245.93,16369.94,16245.93,16336.19,79140000.00,16336.19
^DJI;,19/03/2014,16335.71,16363.32,16126.29,16222.17,90110000.00,16222.17
^DJI;,20/03/2014,16221.98,16353.98,16160.33,16331.05,91530000.00,16331.05
^DJI;,21/03/2014,16332.69,16456.45,16290.79,16302.77,353670000.00,16302.77
^DJI;,24/03/2014,16303.28,16380.51,16215.56,16276.69,110620000.00,16276.69
^DJI;,25/03/2014,16279.20,16407.18,16279.20,16367.88,89110000.00,16367.88
^DJI;,26/03/2014,16370.71,16466.04,16268.99,16268.99,92770000.00,16268.99
^DJI;,27/03/2014,16268.67,16300.94,16191.79,16264.23,93650000.00,16264.23
^DJI;,28/03/2014,16267.77,16414.86,16267.77,16323.06,86370000.00,16323.06
^DJI;,31/03/2014,16324.22,16480.85,16324.22,16457.66,104510000.00,16457.66
^DJI;,01/04/2014,16458.05,16565.73,16457.60,16532.61,88010000.00,16532.61
^DJI;,02/04/2014,16532.80,16588.19,16506.60,16573.00,78120000.00,16573.00
^DJI;,03/04/2014,16572.36,16604.15,16527.60,16572.55,77220000.00,16572.55
^DJI;,04/04/2014,16576.02,16631.63,16392.77,16412.71,104350000.00,16412.71
^DJI;,07/04/2014,16414.15,16421.38,16244.01,16245.87,116540000.00,16245.87
^DJI;,08/04/2014,16245.16,16296.86,16180.28,16256.14,98510000.00,16256.14
^DJI;,09/04/2014,16256.37,16438.82,16256.37,16437.18,91550000.00,16437.18
^DJI;,10/04/2014,16437.24,16456.12,16153.34,16170.22,112550000.00,16170.22
^DJI;,11/04/2014,16168.87,16168.87,16015.32,16026.75,119550000.00,16026.75
^DJI;,14/04/2014,16028.29,16184.76,16028.29,16173.24,90020000.00,16173.24
^DJI;,15/04/2014,16173.49,16272.95,16063.20,16262.56,97850000.00,16262.56
^DJI;,16/04/2014,16266.23,16424.85,16266.23,16424.85,94650000.00,16424.85
^DJI;,17/04/2014,16424.14,16460.49,16368.14,16408.54,136190000.00,16408.54
^DJI;,21/04/2014,16408.92,16459.78,16402.08,16449.25,79500000.00,16449.25
^DJI;,22/04/2014,16449.38,16565.71,16449.38,16514.37,84830000.00,16514.37
^DJI;,23/04/2014,16513.73,16525.99,16477.28,16501.65,76830000.00,16501.65
^DJI;,24/04/2014,16503.39,16541.26,16452.30,16501.65,80340000.00,16501.65
^DJI;,25/04/2014,16503.26,16503.26,16333.78,16361.46,90630000.00,16361.46
^DJI;,28/04/2014,16363.20,16500.37,16312.66,16448.74,105510000.00,16448.74
^DJI;,29/04/2014,16451.18,16559.39,16451.18,16535.37,71240000.00,16535.37
^DJI;,30/04/2014,16534.86,16592.28,16510.87,16580.84,92970000.00,16580.84
^DJI;,01/05/2014,16580.26,16604.79,16525.25,16558.87,75630000.00,16558.87
^DJI;,02/05/2014,16562.34,16620.06,16488.31,16512.89,78910000.00,16512.89
^DJI;,05/05/2014,16509.75,16547.92,16377.09,16530.55,70320000.00,16530.55
^DJI;,06/05/2014,16529.85,16529.85,16399.99,16401.02,74340000.00,16401.02
^DJI;,07/05/2014,16401.66,16522.94,16357.35,16518.54,93870000.00,16518.54
^DJI;,08/05/2014,16518.16,16622.95,16502.01,16550.97,75620000.00,16550.97
^DJI;,09/05/2014,16551.23,16588.77,16498.71,16583.34,74980000.00,16583.34
^DJI;,12/05/2014,16584.82,16704.84,16584.82,16695.47,71550000.00,16695.47
^DJI;,13/05/2014,16695.92,16735.51,16695.92,16715.44,71340000.00,16715.44
^DJI;,14/05/2014,16716.08,16717.56,16595.00,16613.97,71970000.00,16613.97
^DJI;,15/05/2014,16613.52,16622.90,16397.46,16446.81,106610000.00,16446.81
^DJI;,16/05/2014,16447.32,16498.99,16414.32,16491.31,119330000.00,16491.31
^DJI;,19/05/2014,16490.35,16526.26,16442.12,16511.86,82180000.00,16511.86
^DJI;,20/05/2014,16511.22,16511.22,16341.30,16374.31,75150000.00,16374.31
^DJI;,21/05/2014,16376.17,16544.60,16376.17,16533.06,76730000.00,16533.06
^DJI;,22/05/2014,16532.74,16565.39,16489.61,16543.08,59250000.00,16543.08
^DJI;,23/05/2014,16544.49,16613.07,16544.49,16606.27,61340000.00,16606.27
^DJI;,27/05/2014,16607.42,16688.69,16607.42,16675.50,80870000.00,16675.50
^DJI;,28/05/2014,16674.98,16674.98,16620.22,16633.18,62480000.00,16633.18
^DJI;,29/05/2014,16637.74,16698.74,16620.43,16698.74,55500000.00,16698.74
^DJI;,30/05/2014,16697.33,16721.22,16648.85,16717.17,105190000.00,16717.17
^DJI;,02/06/2014,16716.85,16756.64,16682.07,16743.63,57560000.00,16743.63
^DJI;,03/06/2014,16736.70,16736.70,16690.01,16722.34,67830000.00,16722.34
^DJI;,04/06/2014,16720.00,16742.91,16673.65,16737.53,65570000.00,16737.53
^DJI;,05/06/2014,16739.14,16845.81,16709.95,16836.11,70460000.00,16836.11
^DJI;,06/06/2014,16839.64,16924.28,16839.64,16924.28,80530000.00,16924.28
^DJI;,09/06/2014,16926.08,16970.17,16912.92,16943.10,67130000.00,16943.10
^DJI;,10/06/2014,16940.40,16946.34,16897.44,16945.92,64560000.00,16945.92
^DJI;,11/06/2014,16943.16,16943.16,16821.85,16843.88,61860000.00,16843.88
^DJI;,12/06/2014,16840.48,16841.57,16703.73,16734.19,72560000.00,16734.19
^DJI;,13/06/2014,16734.64,16787.89,16718.60,16775.74,95220000.00,16775.74
^DJI;,16/06/2014,16765.56,16802.14,16722.86,16781.01,77900000.00,16781.01
^DJI;,17/06/2014,16779.21,16823.55,16732.91,16808.49,63530000.00,16808.49
^DJI;,18/06/2014,16806.12,16911.41,16755.29,16906.62,73720000.00,16906.62
^DJI;,19/06/2014,16909.90,16923.43,16858.88,16921.46,80220000.00,16921.46
^DJI;,20/06/2014,16920.62,16978.02,16920.62,16947.08,247350000.00,16947.08
^DJI;,23/06/2014,16946.50,16954.27,16896.09,16937.26,63640000.00,16937.26
^DJI;,24/06/2014,16934.62,16969.70,16805.23,16818.13,80220000.00,16818.13
^DJI;,25/06/2014,16817.68,16883.54,16799.41,16867.51,73920000.00,16867.51
^DJI;,26/06/2014,16866.81,16872.52,16746.09,16846.13,63650000.00,16846.13
^DJI;,27/06/2014,16846.90,16862.73,16773.84,16851.84,137690000.00,16851.84
^DJI;,30/06/2014,16852.49,16871.27,16801.94,16826.60,90360000.00,16826.60
^DJI;,01/07/2014,16828.53,16998.70,16828.53,16956.07,74050000.00,16956.07
^DJI;,02/07/2014,16949.71,16986.63,16949.71,16976.24,57840000.00,16976.24
^DJI;,03/07/2014,16979.00,17074.65,16979.00,17068.26,66800000.00,17068.26
^DJI;,07/07/2014,17063.83,17063.83,16992.45,17024.21,61480000.00,17024.21
^DJI;,08/07/2014,17022.09,17022.09,16874.79,16906.62,75250000.00,16906.62
^DJI;,09/07/2014,16916.83,16998.95,16913.81,16985.61,67120000.00,16985.61
^DJI;,10/07/2014,16980.35,16980.35,16805.38,16915.07,67510000.00,16915.07
^DJI;,11/07/2014,16918.31,16949.46,16860.30,16943.81,61000000.00,16943.81
^DJI;,14/07/2014,16950.93,17088.43,16950.93,17055.42,60570000.00,17055.42
^DJI;,15/07/2014,17055.03,17120.34,17006.39,17060.68,101730000.00,17060.68
^DJI;,16/07/2014,17061.91,17139.35,17061.91,17138.20,111500000.00,17138.20
^DJI;,17/07/2014,17133.45,17151.56,16966.19,16976.81,99240000.00,16976.81
^DJI;,18/07/2014,16978.16,17113.51,16977.52,17100.18,112530000.00,17100.18
^DJI;,21/07/2014,17095.11,17095.11,16974.34,17051.73,67590000.00,17051.73
^DJI;,22/07/2014,17054.97,17133.43,17040.13,17113.54,77960000.00,17113.54
^DJI;,23/07/2014,17117.01,17121.05,17058.05,17086.63,73440000.00,17086.63
^DJI;,24/07/2014,17092.02,17119.83,17061.07,17083.80,66390000.00,17083.80
^DJI;,25/07/2014,17079.50,17082.33,16915.65,16960.57,67290000.00,16960.57
^DJI;,28/07/2014,16956.91,17001.38,16877.72,16982.59,66190000.00,16982.59
^DJI;,29/07/2014,16984.33,17056.46,16912.11,16912.11,75980000.00,16912.11
^DJI;,30/07/2014,16920.11,16983.94,16817.16,16880.36,77750000.00,16880.36
^DJI;,31/07/2014,16869.63,16869.63,16563.30,16563.30,101670000.00,16563.30
^DJI;,01/08/2014,16561.70,16584.75,16437.07,16493.37,84860000.00,16493.37
^DJI;,04/08/2014,16493.72,16596.22,16447.20,16569.28,76260000.00,16569.28
^DJI;,05/08/2014,16559.97,16559.97,16369.55,16429.47,76630000.00,16429.47
^DJI;,06/08/2014,16425.10,16490.70,16372.32,16443.34,78600000.00,16443.34
^DJI;,07/08/2014,16448.29,16504.35,16333.78,16368.27,80430000.00,16368.27
^DJI;,08/08/2014,16369.68,16556.59,16364.22,16553.93,82420000.00,16553.93
^DJI;,11/08/2014,16557.27,16627.99,16557.27,16569.98,65560000.00,16569.98
^DJI;,12/08/2014,16565.55,16589.31,16518.06,16560.54,62770000.00,16560.54
^DJI;,13/08/2014,16567.54,16670.29,16567.54,16651.80,66020000.00,16651.80
^DJI;,14/08/2014,16657.32,16714.22,16651.67,16713.58,62370000.00,16713.58
^DJI;,15/08/2014,16717.01,16775.27,16575.42,16662.91,109180000.00,16662.91
^DJI;,18/08/2014,16664.45,16840.28,16664.45,16838.74,75670000.00,16838.74
^DJI;,19/08/2014,16839.06,16929.13,16839.06,16919.59,67220000.00,16919.59
^DJI;,20/08/2014,16910.03,16994.89,16896.55,16979.13,61960000.00,16979.13
^DJI;,21/08/2014,16983.88,17074.59,16983.88,17039.49,65160000.00,17039.49
^DJI;,22/08/2014,17038.27,17064.28,16984.52,17001.22,64330000.00,17001.22
^DJI;,25/08/2014,17011.81,17124.74,17011.81,17076.87,57400000.00,17076.87
^DJI;,26/08/2014,17079.57,17153.80,17079.57,17106.70,50710000.00,17106.70
^DJI;,27/08/2014,17111.03,17134.60,17090.61,17122.01,61690000.00,17122.01
^DJI;,28/08/2014,17119.06,17119.06,17018.33,17079.57,51860000.00,17079.57
